song_name,artist_name,song_id,analysis_sample_rate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,bpm,duration,time_signature,genre
Spain,Chick Corea,5RrJCusmR1J54b5ivqdWIu,22050,0.404,0.446,11,-16.982,0,0.0352,0.857,0.885,0.0845,0.474,136.242,590.867,4,Jazz
A Night In Tunisia,Dizzy Gillespie,5fxJzPPvuvdhHypgme9cVX,22050,0.469,0.323,10,-13.328,1,0.0391,0.761,0.328,0.0593,0.357,147.619,334.333,3,Jazz
Body and Soul,Coleman Hawkins,2xm9ihELo6xwrRKrBbPql9,22050,0.659,0.113,10,-16.756,0,0.0569,0.976,0.88,0.179,0.738,95.063,182.36,4,Jazz
St. Louis Blues,Bessie Smith,3cw8eL6EI64aCw9Mw6Ipgd,22050,0.355,0.114,10,-15.968,1,0.0588,0.991,0.00686,0.108,0.258,69.902,189.6,4,Jazz
Goodbye Pork Pie Hat,Charles Mingus,3PJMsxg6rz9FOo6xNiASXz,22050,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,342.373,3,Jazz
Blue Train - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,6ZgaUtMlUzUf7SqbUUnfbu,22050,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644.013,4,Jazz
"Someday My Prince Will Come (feat. John Coltrane, Hank Mobley, Wynton Kelly, Paul Chambers & Jimmy Cobb)",Miles Davis,0PHqHvmg4TIaANfbsvDMTR,22050,0.516,0.309,0,-12.602,0,0.0331,0.813,0.00301,0.156,0.277,152.066,542.4,3,Jazz
West Coast Blues,Wes Montgomery,1xlNWhgv6MgVKvGK3ZXauZ,22050,0.575,0.283,5,-13.333,0,0.0457,0.961,0.204,0.104,0.659,152.929,442.4,3,Jazz
"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,5vb7At47uO0yPGfmYnAHuw,22050,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,355.333,4,Jazz
Cheek To Cheek,Ella Fitzgerald,5TNpCThzzXHEipXGKgNG8T,22050,0.655,0.31,0,-13.4,1,0.0866,0.573,0,0.119,0.665,121.999,353.267,4,Jazz
My One And Only Love,John Coltrane,0uPkCpuoERqrkBL06Art50,22050,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,295.24,3,Jazz
Boplicity,Miles Davis,0Wz6DLq8NBoi1viEqrdH9B,22050,0.488,0.176,5,-15.979,1,0.0399,0.932,0.00345,0.0935,0.497,135.593,181.989,4,Jazz
Song For My Father,Horace Silver,1CDBaGlisZlOJzvx88lL8A,22050,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,438.28,4,Jazz
Take The Coltrane,Duke Ellington,6aNnVdpAQu8R0qGq5NMXyZ,22050,0.433,0.631,5,-9.381,1,0.0458,0.199,0,0.271,0.654,129.493,282.6,4,Jazz
Birds of Fire,Mahavishnu Orchestra,0dCbhZ6jVeSLJ0of5wf2hm,22050,0.249,0.986,4,-7.656,1,0.115,0.0613,0.473,0.0365,0.0792,108.575,342.8,5,Jazz
It's Only A Paper Moon,Ella Fitzgerald,373yGkNo74RZgmQgTiR8xK,22050,0.761,0.103,10,-16.964,1,0.0416,0.944,0,0.127,0.53,114.044,160.133,4,Jazz
Sister Sadie,Horace Silver,3R5K5Alv1Db3WRRAE3lr42,22050,0.538,0.538,7,-7.428,1,0.0368,0.87,0.0605,0.16,0.499,96.383,379.093,4,Jazz
Afro-Blue - Live At The Half Note,John Coltrane,3s4SpgPUXR1mNAwpu8N2GU,22050,0.334,0.597,1,-12.919,1,0.05,0.0997,0.211,0.35,0.68,145.918,764.133,4,Jazz
Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,0aWMVrwxPNYkKmFthzmpRi,22050,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337.733,4,Jazz
Naima - Mono,John Coltrane,5cAwEKmadsW4nCYe9QUvgU,22050,0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,265.049,3,Jazz
Cantaloupe Island - Remastered,Herbie Hancock,0sCeNwt8xRCMR4NhKpMyBe,22050,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333.947,4,Jazz
Chameleon,Herbie Hancock,4Ce66JznW8QbeyTdSzdGwR,22050,0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,941.36,4,Jazz
Lonely Woman,Ornette Coleman,23aDP04QX8MAHA99FLaPtN,22050,0.474,0.376,9,-10.482,0,0.0283,0.315,0.000748,0.147,0.253,81.001,302.2,4,Jazz
Master of Puppets (Remastered),Metallica,54bm2e3tk8cliUz3VSdCPZ,22050,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,515.387,4,Metal
One (Remastered),Metallica,0LAcM6I7ijW4VVW0aytl1t,22050,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,446.146,3,Metal
Fade To Black (Remastered),Metallica,0dqGfCMAGyDgpUAgLNOjWd,22050,0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,417.227,4,Metal
Nothing Else Matters (Remastered),Metallica,2CtemffYhT0DJWcT1XW047,22050,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388.733,3,Metal
Paranoid - 2012 - Remaster,Black Sabbath,1Y373MqadDRtclJNdnUXVc,22050,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168.406,4,Metal
Iron Man - 2012 - Remaster,Black Sabbath,3IOQZRcEkplCXg6LofKqE9,22050,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,355.304,4,Metal
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,2rd9ETlulTbz6BYZcdvIE1,22050,0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097,474.36,4,Metal
Mr. Crowley,Ozzy Osbourne,2ov8L95QD25TLpZAZPYWXL,22050,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,302.648,4,Metal
Bark at the Moon,Ozzy Osbourne,2E7W1X4maFFcjHrVrFA7Vs,22050,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257.12,4,Metal
Ace of Spades,Motörhead,6EPRKhUOdiFSQwGBRBbvsZ,22050,0.342,0.91,4,-7.748,1,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166.36,4,Metal
Overkill,Motörhead,3Staqm5EYDnYBqcwuxrWjZ,22050,0.266,0.866,11,-7.885,1,0.112,5.44e-06,0.0185,0.0961,0.211,119.41,311.133,4,Metal
The Trooper - 2015 Remaster,Iron Maiden,1Ab3hhOw1TJWDgO10vlxNZ,22050,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252.733,4,Metal
Run to the Hills - 2015 Remaster,Iron Maiden,0sxYYT48UPkmrDx8p4Hnrl,22050,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,233.507,4,Metal
Fear of the Dark - 2015 Remaster,Iron Maiden,0h4rVZcOiSaL9b5mT1A2gq,22050,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,438.12,4,Metal
The Number of the Beast - 2015 Remaster,Iron Maiden,139RwLyp7r8F9ojvhGF5lC,22050,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,290.587,4,Metal
Breaking the Law,Judas Priest,2RaA6kIcvomt77qlIgGhCT,22050,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153.84,4,Metal
Painkiller,Judas Priest,0L7zm6afBEtrNKo6C6Gj08,22050,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365.827,4,Metal
Electric Eye,Judas Priest,3w9zHVKI28aUPZTxq8oDC6,22050,0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,222.44,4,Metal
Living After Midnight,Judas Priest,0IXpUl1fn2QZcBavfuq0H4,22050,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210.133,4,Metal
Angel Of Death,Slayer,61dTqhd46yMkSWmC5LAh5F,22050,0.332,0.994,1,-4.336,1,0.137,0.000119,0.322,0.142,0.0829,106.086,291.44,4,Metal
Raining Blood,Slayer,01Mpj13vURSO3cCLprPt5T,22050,0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,254.4,4,Metal
Seasons In The Abyss,Slayer,3Ky8IzV8IVSwijtaTWB2SK,22050,0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,397.827,4,Metal
South Of Heaven,Slayer,3U9gogDStAfWxSm91PJuxb,22050,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,298.533,4,Metal
Chop Suey!,System Of A Down,2DlHlPMa4M17kufBvI2lEN,22050,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210.24,4,Metal
Toxicity,System Of A Down,0snQkGI5qnAmohLE7jTsTn,22050,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218.933,3,Metal
Aerials,System Of A Down,4e9eGQYsOiBcftrWXwsVco,22050,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235.053,4,Metal
B.Y.O.B.,System Of A Down,0EYOdF5FCkgOJJla8DI2Md,22050,0.538,0.981,1,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,255.467,4,Metal
Black Hole Sun,Soundgarden,2EoOZnxNgtmZaD8uUmz2nD,22050,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318.587,4,Metal
Fell On Black Days,Soundgarden,1wlKw9NAWVWpx7OIAyg9EA,22050,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,283.027,3,Metal
Rusty Cage - Remastered,Soundgarden,6hqIXyo6GxydAnoI8XeIrV,22050,0.307,0.917,9,-7.599,1,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,266.2,4,Metal
Outshined - Remastered,Soundgarden,4VwPsMcRt1HPVKIdcwY9Uj,22050,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,311.0,4,Metal
Symphony Of Destruction,Megadeth,51TG9W3y9qyO8BY5RXKgnZ,22050,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246.733,4,Metal
Peace Sells - Remastered,Megadeth,5a2hIQWInPjqkkFiUEgxoX,22050,0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,244.16,4,Metal
Hangar 18 - 2004 Remix,Megadeth,6b6uLZsoGhObYexIxnRbIb,22050,0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,311.2,4,Metal
Killing In The Name,Rage Against The Machine,59WN2psjkt1tyaxjspN8fp,22050,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313.573,4,Metal
Bombtrack,Rage Against The Machine,2rBHnIxbhkMGLpqmsNX91M,22050,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,243.453,4,Metal
Testify,Rage Against The Machine,7lmeHLHBe4nmXzuXc0HDjk,22050,0.47,0.978,7,-5.399,1,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,210.133,4,Metal
Know Your Enemy,Rage Against The Machine,1XTGyfJeMiZXrZ1W3NolcB,22050,0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,294.507,4,Metal
Walk,Pantera,7fcfNW0XxTWlwVlftzfDOR,22050,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315.12,4,Metal
Mouth for War,Pantera,6rkeaQRCWZxwkjhyqgxjXi,22050,0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,237.347,4,Metal
Refuse / Resist,Sepultura,2OoS1aZFAFscH1cUiKlazH,22050,0.475,0.953,2,-6.951,1,0.15,0.000291,0.00338,0.104,0.232,118.033,199.227,4,Metal
Roots Bloody Roots,Sepultura,6ursmCnbc9oDRGa2yHKkoZ,22050,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212.253,4,Metal
Attitude,Sepultura,1k5Jr3Ir3tXJLrI5ZsJ0fo,22050,0.475,0.942,1,-4.287,0,0.139,0.00141,0.0797,0.0939,0.178,80.356,255.4,4,Metal
Funeral Fog,Mayhem,2lXi7xN0MiTfLb2DW7H9UT,22050,0.114,0.959,6,-9.419,0,0.0963,1.31e-06,0.9,0.104,0.126,153.904,347.253,4,Metal
Left Hand Path,Entombed,5faD0zZ9fMa3J5ZN3lIWtp,22050,0.166,0.927,7,-8.797,1,0.0736,3.94e-06,0.651,0.344,0.219,131.984,399.093,4,Metal
1984,Slaughter to Prevail,7LG0FEpKoKvHCv1S6FUrBY,22050,0.465,0.993,0,-1.734,1,0.0903,0.000354,0.0335,0.464,0.204,92.472,215.0,4,Metal
Got The Time,Anthrax,3cFnb3Rg9a7Gzqxc5QQ9YZ,22050,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,164.333,4,Metal
Are You Dead Yet?,Children Of Bodom,2T2vudIHfVMA5ychWTU3KA,22050,0.461,0.961,8,-3.011,1,0.0479,6.39e-06,0.14,0.308,0.416,96.009,234.88,4,Metal
Devil's Plaything,Danzig,2AFN49ptbSNP7JJr6XkLXV,22050,0.651,0.522,0,-10.217,1,0.034,0.0127,0.00269,0.385,0.232,104.785,253.693,4,Metal
Dismembered,Dismember,79EcQK4YZUmqVI03lQWbKV,22050,0.205,0.946,8,-5.184,1,0.0736,1.38e-06,0.812,0.302,0.157,112.621,353.64,4,Metal
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,22050,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203.064,4,Pop
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,22050,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198.082,4,Pop
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,22050,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233.713,4,Pop
Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,22050,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269.667,4,Pop
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,22050,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211.467,4,Pop
Thinking out Loud,Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,22050,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281.56,4,Pop
Hello,Adele,62PaSfnXSMyLshYJrlTuL3,22050,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,295.502,4,Pop
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,22050,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200.04,4,Pop
Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,22050,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183.29,4,Pop
"Happy - From ""Despicable Me 2""",Pharrell Williams,60nZcImufyMA1MKQY3dcCH,22050,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232.72,4,Pop
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,5zFglKYiknIxks8geR8rcL,22050,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227.395,4,Pop
Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp,22050,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238.805,4,Pop
Radioactive,Imagine Dragons,4G8gkOterJn0Ywt6uhqbhp,22050,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186.813,4,Pop
Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,22050,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215.733,4,Pop
Someone Like You,Adele,1zwMYTA5nlNjZxYrvBB2pV,22050,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,285.24,4,Pop
All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,22050,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269.56,4,Pop
Love Yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,22050,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233.72,4,Pop
Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,22050,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257.84,4,Pop
STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,22050,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141.806,4,Pop
No More Tears,Ozzy Osbourne,7w6PJe5KBPyvuRYxFkPssC,22050,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443.24,4,Pop
We Found Love,Rihanna,6qn9YLKt13AGvpq9jfO8py,22050,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215.227,4,Pop
Stay With Me,Sam Smith,5Nm9ERjJZ5oyfXZTECKmRt,22050,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172.724,4,Pop
Roar,Katy Perry,27tNWlhdAryQY04Gb2ZhUI,22050,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223.546,4,Pop
Sugar,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,22050,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235.493,4,Pop
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,22050,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194.088,4,Pop
Shake It Off,Taylor Swift,5xTtaWoae3wi06K5WfVUUH,22050,0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,219.2,4,Pop
Cheap Thrills,Sia,3S4px9f4lceWdKf0gWciFu,22050,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211.667,4,Pop
Girls Like You,Maroon 5,3j36w2RY7uyBFWkcG8MKmB,22050,0.728,0.448,0,-7.508,1,0.0541,0.6,1.11e-06,0.131,0.385,62.526,214.425,4,Pop
Rolling In The Deep - Recorded At Spotify Studios NYC,Greta Van Fleet,2VprRdTmbgyjXnDzHIcfNl,22050,0.614,0.474,11,-10.133,0,0.0264,0.00563,0.00285,0.1,0.388,104.987,237.653,4,Pop
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,22050,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206.693,4,Pop
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,22050,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175.427,4,Pop
Love You Like a Love Song (Selena Gomez & The Scene Remake),The Cover Girl,75eCTceVGZRh2mPSCZFzC6,22050,0.779,0.614,1,-6.294,0,0.0406,0.0499,0,0.139,0.932,117.025,187.611,4,Pop
Just Dance,Lady Gaga,2x7MyWybabEz6Y6wvHuwGE,22050,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241.933,4,Pop
Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,22050,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,238.627,4,Pop
Call Me Maybe,Carly Rae Jepsen,3TGRqZ0a2l1LRblBkJoaDx,22050,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193.4,4,Pop
Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,22050,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,262.467,4,Pop
Bang Bang,Jessie J,0puf9yIluy9W0vpMEUoAnN,22050,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199.387,4,Pop
Attention,Charlie Puth,5cF0dROlMOK5uNZtivgu50,22050,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208.787,4,Pop
Paradise,Coldplay,6nek1Nin9q48AVZcWs9e9D,22050,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278.719,4,Pop
Tonight Tonight,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,22050,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200.467,4,Pop
Dynamite,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,22050,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,202.613,4,Pop
Cooler Than Me - Single Mix,Mike Posner,2V4bv1fNWfTcyRJKmej6Sj,22050,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,213.293,4,Pop
Royals,Lorde,2dLLR6qlu5UJ5gk0dKz0h3,22050,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190.185,4,Pop
See You Again (feat. Charlie Puth),Wiz Khalifa,2JzZzZUQj3Qff7wapcbKjc,22050,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229.526,4,Pop
Forget You,CeeLo Green,7AqISujIaWcY3h5zrOqt5v,22050,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222.733,4,Pop
Let Her Go,Passenger,1KxwZYyzWNyZSRyErj2ojT,22050,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252.733,4,Pop
I Won't Give Up,Jason Mraz,53QF56cjZA9RTuuMZDrSA6,22050,0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,240.166,3,Pop
Fireflies,Owl City,3DamFFqW32WihKkTVlwTYQ,22050,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228.347,4,Pop
Wrecking Ball,Miley Cyrus,2vwlzO0Qp8kfEtzTsCXfyE,22050,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221.36,4,Pop
Somebody That I Used To Know,Gotye,4wCmqSrbyCgxEXROQE6vtV,22050,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244.973,4,Pop
Do It and Done,Pressure Busspipe,7JgniHNbsUfldSTPZSxxBr,22050,0.812,0.904,0,-4.763,1,0.0752,0.0383,4.35e-05,0.0744,0.959,105.96,202.832,4,Reggae
Kingston Town,Alborosie,2OHQhOiGIYaXqqJVIMpNrF,22050,0.788,0.773,9,-5.272,0,0.099,0.0381,0,0.35,0.584,73.978,192.4,4,Reggae
Here Comes Trouble,Chronixx,5Wwr2S7QZTR5PVJn6jhgdk,22050,0.758,0.786,4,-4.897,0,0.108,0.156,0,0.0658,0.786,83.495,234.587,4,Reggae
Thank You Mama,Sizzla,1t0R7RNi7CbjTohe4Krhm0,22050,0.555,0.484,7,-8.322,1,0.29,0.133,1.22e-06,0.134,0.421,140.739,272.067,4,Reggae
Welcome To Jamrock,Damian Marley,22AbXxQbMdVqEz7xJjhccG,22050,0.836,0.661,7,-6.502,0,0.338,0.0208,0,0.449,0.753,76.71,213.2,4,Reggae
What One Dance Can Do,Beres Hammond,53RBKpfi5AqQKEvjEU55i1,22050,0.805,0.657,0,-7.067,1,0.0652,0.0329,0,0.0965,0.53,89.946,252.147,4,Reggae
Blackheart Man,Bunny Wailer,7fgP2On62xpLGVNMYORvjn,22050,0.791,0.39,2,-15.474,1,0.451,0.457,0.0237,0.402,0.809,147.605,381.827,4,Reggae
Redemption Song,Bob Marley & The Wailers,26PwuMotZqcczKLHi4Htz3,22050,0.671,0.256,7,-10.743,1,0.0387,0.608,0,0.0737,0.694,115.871,233.56,4,Reggae
Is This Love,Bob Marley & The Wailers,6JRLFiX9NJSoRRKxowlBYr,22050,0.776,0.559,6,-8.375,0,0.103,0.11,0,0.0671,0.758,122.242,232.2,4,Reggae
Three Little Birds,Bob Marley & The Wailers,75FYqcxt1YEAtqDLrOeIJn,22050,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,180.267,4,Reggae
Stir It Up,Bob Marley & The Wailers,3sqZDdEO5viqNqMCNem5m5,22050,0.76,0.462,9,-11.003,1,0.103,0.621,0.32,0.0758,0.905,146.655,332.4,4,Reggae
Jamming,Bob Marley & The Wailers,5LyfiK6iXEIBNEtcaGKohl,22050,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,211.0,4,Reggae
Buffalo Soldier,Bob Marley & The Wailers,7BfW1eoDh27W69nxsmRicb,22050,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255.84,4,Reggae
Could You Be Loved,Bob Marley & The Wailers,5O4erNlJ74PIF6kGol1ZrC,22050,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,237.0,4,Reggae
Waiting In Vain,Bob Marley & The Wailers,58Zt987fK6gWxtO0MwEzPn,22050,0.772,0.46,8,-11.489,1,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,256.24,4,Reggae
"Get Up, Stand Up",Bob Marley & The Wailers,4hLATN2VtjiJ6jLm6V47x1,22050,0.772,0.501,10,-9.56,1,0.421,0.163,0,0.0725,0.771,77.882,197.84,4,Reggae
I Shot The Sheriff - Live At The Roxy,Bob Marley & The Wailers,7HrXkDaGGJ7U5ZmFfFugdD,22050,0.727,0.795,6,-5.226,0,0.115,0.533,0.000105,0.71,0.772,139.57,393.48,4,Reggae
"Roots, Rock, Reggae",Bob Marley & The Wailers,1ATZfYmZOcm24vl5oQtPdC,22050,0.855,0.473,11,-9.846,0,0.146,0.0719,2.71e-05,0.0795,0.682,139.175,218.4,4,Reggae
Sweat (A La La La La Long),Inner Circle,1SssFw74DdHVjRa6ADggdD,22050,0.787,0.728,0,-7.705,1,0.218,0.0124,0,0.157,0.94,173.026,227.067,4,Reggae
Night Nurse,Gregory Isaacs,4DQttwipnILl88cru3BRZx,22050,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,249.533,4,Reggae
Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,3QRM0qZB7oMYavveH0iEqx,22050,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250.467,4,Reggae
